state,action,q_value
"pub_('8',)_priv_('5', 'Q')_11.0_8_2",take_discard_3,0.010000000000000002
"pub_()_priv_('5', 'Q')_-2.5_A_1",draw_deck_0,0.019000000000000003
"pub_('8', '8')_priv_('5',)_-4.5_7_3",draw_deck_1,0.010000000000000002
"pub_('8', '8', '8')_priv_('5',)_3.5_J_4",take_discard_2,0.010000000000000002
"pub_('Q',)_priv_('5', '5')_-10.0_10_2",draw_deck_1,0.010000000000000002
"pub_()_priv_('5', '5')_-2.0_3_1",draw_deck_0,0.010000000000000002
"pub_('2', 'Q')_priv_('5', '5')_-11.5_6_3",draw_deck_2,0.010000000000000002
"pub_('2', '9', 'Q')_priv_('5',)_-1.5_3_4",draw_deck_3,-0.49000000000000005
"pub_('8',)_priv_('10', '5')_-7.0_Q_2",draw_deck_2,0.019000000000000003
"pub_('8',)_priv_('10', '5')_-7.0_Q_2",take_discard_1,0.0
"pub_('8',)_priv_('10', '5')_-7.0_Q_2",take_discard_2,0.0
"pub_('8',)_priv_('10', '5')_-7.0_Q_2",take_discard_3,0.0
"pub_('8',)_priv_('10', '5')_-7.0_Q_2",draw_deck_1,0.0
"pub_('8',)_priv_('10', '5')_-7.0_Q_2",draw_deck_3,0.0
"pub_('8',)_priv_('10', '5')_-7.0_Q_2",draw_deck_flip_1,0.0
"pub_('8',)_priv_('10', '5')_-7.0_Q_2",draw_deck_flip_2,0.0
"pub_('8',)_priv_('10', '5')_-7.0_Q_2",draw_deck_flip_3,0.0
"pub_()_priv_('10', '5')_-3.0_7_1",draw_deck_0,0.019000000000000003
"pub_('10', '8')_priv_('5',)_-2.0_4_3",draw_deck_1,0.010000000000000002
"pub_('10', '7', '8')_priv_('5',)_-3.5_5_4",draw_deck_3,-0.49000000000000005
"pub_('2',)_priv_('8',)_-10.0_Q_2",draw_deck_0,0.010000000000000002
"pub_()_priv_('8', 'K')_-8.0_2_1",draw_deck_3,0.019000000000000003
"pub_('2', '4')_priv_('8',)_-10.5_Q_3",draw_deck_1,0.010000000000000002
"pub_('2', '4', '4')_priv_('8',)_-2.0_7_4",draw_deck_2,1.01
"pub_('10',)_priv_('10', '5')_-6.5_6_2",draw_deck_1,0.010000000000000002
"pub_()_priv_('10', '5')_8.0_10_1",take_discard_0,0.010000000000000002
"pub_('10', '3')_priv_('10', '5')_-1.5_5_3",draw_deck_2,0.010000000000000002
"pub_('10', '3', 'K')_priv_('10',)_0.0_K_4",take_discard_3,-0.19
"pub_('4',)_priv_('3', '5')_2.0_A_2",take_discard_1,0.010000000000000002
"pub_()_priv_('3', '5')_-7.0_4_1",draw_deck_0,0.019000000000000003
"pub_('4', 'A')_priv_('3', '5')_-4.5_7_3",draw_deck_3,0.010000000000000002
"pub_('3', '4', 'A')_priv_('3',)_-3.0_J_4",draw_deck_2,0.569
"pub_('6',)_priv_('Q', 'Q')_-4.5_5_2",draw_deck_1,0.010000000000000002
"pub_()_priv_('Q', 'Q')_-6.0_7_1",draw_deck_0,0.010000000000000002
"pub_('6', 'A')_priv_('Q', 'Q')_-9.0_A_3",draw_deck_flip_2,0.010000000000000002
"pub_('6', 'A', 'Q')_priv_('Q',)_-12.0_2_4",draw_deck_flip_3,1.01
"pub_('A',)_priv_('8',)_-16.0_Q_2",draw_deck_flip_1,0.010000000000000002
"pub_()_priv_('8', '9')_-7.0_2_1",draw_deck_2,0.010000000000000002
"pub_('8', 'A')_priv_('8',)_-8.0_7_3",draw_deck_flip_0,0.010000000000000002
"pub_('8', 'A', 'A')_priv_('8',)_-14.0_6_4",draw_deck_flip_3,1.01
"pub_('10',)_priv_('10',)_-7.0_8_2",draw_deck_0,0.010000000000000002
"pub_()_priv_('10', '7')_9.5_10_1",take_discard_2,0.010000000000000002
"pub_('10', '4')_priv_('10',)_-5.5_6_3",draw_deck_1,0.010000000000000002
"pub_('10', '4', 'Q')_priv_('10',)_-13.0_3_4",draw_deck_flip_3,-0.19
"pub_('J',)_priv_('5', '5')_2.5_2_2",take_discard_1,0.010000000000000002
"pub_()_priv_('5', '5')_4.5_J_1",take_discard_0,0.019000000000000003
"pub_('2', 'J')_priv_('5', '5')_-15.0_10_3",draw_deck_flip_2,0.010000000000000002
"pub_('2', '5', 'J')_priv_('5',)_-8.0_3_4",draw_deck_flip_3,1.01
"pub_('A',)_priv_('A',)_-8.0_10_2",draw_deck_0,0.010000000000000002
"pub_()_priv_('6', 'A')_2.5_A_1",take_discard_2,0.019000000000000003
"pub_()_priv_('6', 'A')_2.5_A_1",take_discard_0,0.0
"pub_()_priv_('6', 'A')_2.5_A_1",take_discard_1,0.0
"pub_()_priv_('6', 'A')_2.5_A_1",take_discard_3,0.0
"pub_()_priv_('6', 'A')_2.5_A_1",draw_deck_0,0.0
"pub_()_priv_('6', 'A')_2.5_A_1",draw_deck_1,0.0
"pub_()_priv_('6', 'A')_2.5_A_1",draw_deck_2,0.0
"pub_()_priv_('6', 'A')_2.5_A_1",draw_deck_3,0.0
"pub_()_priv_('6', 'A')_2.5_A_1",draw_deck_flip_0,0.0
"pub_()_priv_('6', 'A')_2.5_A_1",draw_deck_flip_1,0.0
"pub_()_priv_('6', 'A')_2.5_A_1",draw_deck_flip_2,0.0
"pub_()_priv_('6', 'A')_2.5_A_1",draw_deck_flip_3,0.0
